Catalog / Data Sheet,Part No.,Status,Brand,Apps.,Feature,L x W Size,T(Max.) / mm,Capacitance,Tolerance,Rated Voltage [DC] / V,Temp. Chara.,AEC- Q200
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s1a476m160ac.pdf,C3216X6S1A476M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,47μF,±20%,10,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s1c226m160ac.pdf,C3216X6S1C226M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,22μF,±20%,16,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s1e226m160ac_210107.pdf,C3216X6S1E226M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,22μF,±20%,25,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1c106k160ac.pdf,C3216X7R1C106K160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,10μF,±10%,16,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1e106k160ab_200122.pdf,C3216X7R1E106K160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,10μF,±10%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1e475k160ac.pdf,C3216X7R1E475K160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,4.7μF,±10%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1h105k160ab.pdf,C3216X7R1H105K160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,1μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1h106k160ac.pdf,C3216X7R1H106K160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,10μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1h225k160ab.pdf,C3216X7R1H225K160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,2.2μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1h475k160ac_200118.pdf,C3216X7R1H475K160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,4.7μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1v106k160ac.pdf,C3216X7R1V106K160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,10μF,±10%,35,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7r1v475k160ab_200118.pdf,C3216X7R1V475K160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,4.7μF,±10%,35,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7s0g336m160ab.pdf,C3216X7S0G336M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,33μF,±20%,4,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7s0g476m160ab.pdf,C3216X7S0G476M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,47μF,±20%,4,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7s0j226m160ab.pdf,C3216X7S0J226M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,22μF,±20%,6.3,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7s0j336m160ac.pdf,C3216X7S0J336M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,33μF,±20%,6.3,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7s0j476m160ac.pdf,C3216X7S0J476M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,47μF,±20%,6.3,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7s1a156m160ac.pdf,C3216X7S1A156M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,15μF,±20%,10,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x7s1a226m160ac.pdf,C3216X7S1A226M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,22μF,±20%,10,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225c0g1h104j250aa.pdf,C3225C0G1H104J250AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,100nF,±5%,50,C0G,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x5r0j107m250ab_210224.pdf,C3225X5R0J107M250AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.9,100μF,±20%,6.3,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x5r0j476m250aa_200213.pdf,C3225X5R0J476M250AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.85,47μF,±20%,6.3,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x5r1a107m250ac_210224.pdf,C3225X5R1A107M250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.9,100μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x5r1a336m200ac.pdf,C3225X5R1A336M200AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.2,33μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x5r1a476m250ac_200213.pdf,C3225X5R1A476M250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.85,47μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x5r1c226m250aa.pdf,C3225X5R1C226M250AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,22μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x5r1e106k250aa.pdf,C3225X5R1E106K250AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,10μF,±10%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x5r1h106k250ab_200131.pdf,C3225X5R1H106K250AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,10μF,±10%,50,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x6s0j107m250ab_210224.pdf,C3225X6S0J107M250AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.9,100μF,±20%,6.3,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x6s1a107m250ac_210224.pdf,C3225X6S1A107M250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.9,100μF,±20%,10,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7r1c156m250ab.pdf,C3225X7R1C156M250AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,15μF,±20%,16,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7r1c226m250ac.pdf,C3225X7R1C226M250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,22μF,±20%,16,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7r1e106k250ac.pdf,C3225X7R1E106K250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,10μF,±10%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7r1e226m250ab_220216.pdf,C3225X7R1E226M250AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,22μF,±20%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7r1h106k250ac_200131.pdf,C3225X7R1H106K250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,10μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7r1h225k200ab.pdf,C3225X7R1H225K200AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.2,2.2μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7r1h475k250ab.pdf,C3225X7R1H475K250AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,4.7μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7r1n106k250ac_200131.pdf,C3225X7R1N106K250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,10μF,±10%,75,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7s0j476m250ac_200213.pdf,C3225X7S0J476M250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.85,47μF,±20%,6.3,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7s1a476m250ac_20190725.pdf,C3225X7S1A476M250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.8,47μF,±20%,10,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7t0j107m250ab_210224.pdf,C3225X7T0J107M250AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.9,100μF,±20%,6.3,X7T,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3225x7t1a107m250ac_210302.pdf,C3225X7T1A107M250AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 2.5mm [EIA 1210],2.9,100μF,±20%,10,X7T,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532c0g1h154j250ka.pdf,C4532C0G1H154J250KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.8,150nF,±5%,50,C0G,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532c0g1h224j320ka.pdf,C4532C0G1H224J320KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],3.5,220nF,±5%,50,C0G,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x5r0j107m280ka.pdf,C4532X5R0J107M280KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],3.1,100μF,±20%,6.3,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x5r1a107m280kc.pdf,C4532X5R1A107M280KC,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],3.1,100μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x5r1a476m280ka.pdf,C4532X5R1A476M280KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],3.1,47μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x5r1c226m230ka.pdf,C4532X5R1C226M230KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.5,22μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x5r1c336m250ka.pdf,C4532X5R1C336M250KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.8,33μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x5r1e156m280ka.pdf,C4532X5R1E156M280KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],3.1,15μF,±20%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x5r1e226m250ka.pdf,C4532X5R1E226M250KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.8,22μF,±20%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x6s0j107m280kc.pdf,C4532X6S0J107M280KC,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],3.1,100μF,±20%,6.3,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C4532X7R1C226M230KB,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.5,22μF,±20%,16,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x7r1c336m250kc.pdf,C4532X7R1C336M250KC,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.8,33μF,±20%,16,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x7r1e106k250ka.pdf,C4532X7R1E106K250KA,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.8,10μF,±10%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x7r1e156m280kb.pdf,C4532X7R1E156M280KB,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],3.1,15μF,±20%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x7r1e226m250kc.pdf,C4532X7R1E226M250KC,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.8,22μF,±20%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x7r1h475k200kb.pdf,C4532X7R1H475K200KB,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.2,4.7μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c4532x7r1h685k250kb.pdf,C4532X7R1H685K250KB,Production,TDK,Commercial Grade,General (Up to 75V),4.5mm x 3.2mm [EIA 1812],2.8,6.8μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x5r0j107m280ka.pdf,C5750X5R0J107M280KA,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],3.1,100μF,±20%,6.3,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x5r1a107m280kc.pdf,C5750X5R1A107M280KC,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],3.1,100μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x5r1a686m230ka.pdf,C5750X5R1A686M230KA,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.5,68μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x5r1c336m200ka.pdf,C5750X5R1C336M200KA,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.2,33μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x5r1c476m230ka.pdf,C5750X5R1C476M230KA,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.5,47μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x5r1e226m250ka.pdf,C5750X5R1E226M250KA,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.8,22μF,±20%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x5r1h106k230ka.pdf,C5750X5R1H106K230KA,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.5,10μF,±10%,50,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x7r1c476m230kb.pdf,C5750X7R1C476M230KB,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.5,47μF,±20%,16,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x7r1e226m250ka.pdf,C5750X7R1E226M250KA,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.8,22μF,±20%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x7r1e476m230kb_211008.pdf,C5750X7R1E476M230KB,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.5,47μF,±20%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c5750x7r1h106k230kb.pdf,C5750X7R1H106K230KB,Production,TDK,Commercial Grade,General (Up to 75V),5.7mm x 5.0mm [EIA 2220],2.5,10μF,±10%,50,X7R,NO
